"Country or Area","Year","Value"
"Norway","2016","5078.83883105945"
"Norway","2015","5163.01548592048"
"Norway","2014","5269.61459093503"
"Norway","2013","5183.87774586287"
"Norway","2012","5158.36297491013"
"Norway","2011","5196.55278663513"
"Norway","2010","5353.07181525725"
"Norway","2009","5334.56350773344"
"Norway","2008","5296.86662781986"
"Norway","2007","5441.51874328313"
"Norway","2006","5323.35655972578"
"Norway","2005","5450.98815957307"
"Norway","2004","5651.65153845738"
"Norway","2003","5663.67003149115"
"Norway","2002","5557.64557886418"
"Norway","2001","5709.61164012343"
"Norway","2000","5672.57025859802"
"Norway","1999","5605.88497581373"
"Norway","1998","5735.70934075193"
"Norway","1997","5937.45768186194"
"Norway","1996","5942.55799399918"
"Norway","1995","5865.80294667918"
"Norway","1994","5990.03276059168"
"Norway","1993","5930.59821838168"
"Norway","1992","5834.28790179668"
"Norway","1991","5754.9214563064"
"Norway","1990","5788.3830442525"
"Poland","2016","46109.3573824977"
"Poland","2015","46658.8018208173"
"Poland","2014","45986.7687354828"
"Poland","2013","46452.8032222775"
"Poland","2012","46172.1480808572"
"Poland","2011","46396.203663176"
"Poland","2010","47496.1523781761"
"Poland","2009","47534.812915991"
"Poland","2008","48669.505145342"
"Poland","2007","48940.1208227339"
"Poland","2006","49591.5198431146"
"Poland","2005","49315.3743446824"
"Poland","2004","48870.3618788468"
"Poland","2003","49266.5028393452"
"Poland","2002","48859.6665024088"
"Poland","2001","50461.7424631455"
"Poland","2000","48677.7523031945"
"Poland","1999","49977.7111596306"
"Poland","1998","50966.4721592488"
"Poland","1997","52738.6605026271"
"Poland","1996","52918.1189056832"
"Poland","1995","53636.3550694904"
"Poland","1994","55105.4451281679"
"Poland","1993","55808.7636876838"
"Poland","1992","57531.7885468383"
"Poland","1991","59321.0547943589"
"Poland","1990","64014.9978515672"
"Portugal","2016","11081.7097811961"
"Portugal","2015","11085.8782177826"
"Portugal","2014","11145.1119643106"
"Portugal","2013","11266.1156572345"
"Portugal","2012","11456.6473436651"
"Portugal","2011","11688.416439362"
"Portugal","2010","11529.00173192"
"Portugal","2009","11515.7360550758"
"Portugal","2008","11713.0538780866"
"Portugal","2007","12179.0149754775"
"Portugal","2006","12355.4421283816"
"Portugal","2005","12427.4779211194"
"Portugal","2004","12806.5964630852"
"Portugal","2003","12651.5471166715"
"Portugal","2002","12449.5980528956"
"Portugal","2001","12278.9812519653"
"Portugal","2000","12292.7952395678"
"Portugal","1999","12224.5726969085"
"Portugal","1998","12073.2656410967"
"Portugal","1997","11764.0770410887"
"Portugal","1996","11537.0801370163"
"Portugal","1995","11465.2843543385"
"Portugal","1994","11130.406569582"
"Portugal","1993","10870.3352133871"
"Portugal","1992","10744.4052360754"
"Portugal","1991","10592.6296084589"
"Portugal","1990","10392.3592512532"
"Romania","2016","28551.5980348135"
"Romania","2015","29584.0550728035"
"Romania","2014","29742.2012661484"
"Romania","2013","29766.6985263759"
"Romania","2012","30123.9467255167"
"Romania","2011","29520.2913139476"
"Romania","2010","30042.1927831484"
"Romania","2009","32157.9704307903"
"Romania","2008","33724.5435406756"
"Romania","2007","34508.328291704"
"Romania","2006","35707.6638052276"
"Romania","2005","36059.3033451719"
"Romania","2004","36393.9540642007"
"Romania","2003","37705.7862695711"
"Romania","2002","37654.4849746299"
"Romania","2001","38019.5864600951"
"Romania","2000","36107.2258135412"
"Romania","1999","35157.3649552135"
"Romania","1998","36622.3158441477"
"Romania","1997","38863.9558163457"
"Romania","1996","41826.8543988973"
"Romania","1995","41939.4807286311"
"Romania","1994","41715.5905072427"
"Romania","1993","42370.0771908842"
"Romania","1992","43920.4630740029"
"Romania","1991","48533.0944794211"
"Romania","1990","57229.5619840076"
"Russian Federation","2016","856363.707292483"
"Russian Federation","2015","838808.822534437"
"Russian Federation","2014","832010.625976735"
"Russian Federation","2013","827510.352002991"
"Russian Federation","2012","824673.857213701"
"Russian Federation","2011","814248.903427945"
"Russian Federation","2010","800251.404985297"
"Russian Federation","2009","775424.124391742"
"Russian Federation","2008","792099.677969295"
"Russian Federation","2007","790907.879388989"
"Russian Federation","2006","779118.671232254"
"Russian Federation","2005","764007.178241321"
"Russian Federation","2004","751954.586665244"
"Russian Federation","2003","713192.665552492"
"Russian Federation","2002","665958.376004862"
"Russian Federation","2001","638895.455146967"
"Russian Federation","2000","611795.124983344"
"Russian Federation","1999","592478.663894972"
"Russian Federation","1998","592094.894335573"
"Russian Federation","1997","606845.375350973"
"Russian Federation","1996","615682.24379373"
"Russian Federation","1995","634297.967723531"
"Russian Federation","1994","659473.553843695"
"Russian Federation","1993","716821.948225682"
"Russian Federation","1992","773588.668280986"
"Russian Federation","1991","854406.357860532"
"Russian Federation","1990","922029.610578543"
"Slovakia","2016","4383.51591078185"
"Slovakia","2015","4351.76225248789"
"Slovakia","2014","4229.49723448591"
"Slovakia","2013","4429.3745093478"
"Slovakia","2012","4302.02626772083"
"Slovakia","2011","4669.86082126404"
"Slovakia","2010","4605.07273407203"
"Slovakia","2009","4547.76930260153"
"Slovakia","2008","4783.16052342353"
"Slovakia","2007","4730.35529991143"
"Slovakia","2006","4847.41312628909"
"Slovakia","2005","5031.56646430685"
"Slovakia","2004","5029.58015873035"
"Slovakia","2003","5043.65472850897"
"Slovakia","2002","5137.80764469517"
"Slovakia","2001","5257.36158733896"
"Slovakia","2000","5349.96253117936"
"Slovakia","1999","5572.28220604318"
"Slovakia","1998","5615.89948490343"
"Slovakia","1997","5716.80637843696"
"Slovakia","1996","5978.11407778877"
"Slovakia","1995","6004.64332428853"
"Slovakia","1994","5951.5116233502"
"Slovakia","1993","6144.81817179451"
"Slovakia","1992","6561.01749778646"
"Slovakia","1991","6907.49586177745"
"Slovakia","1990","7191.67471788318"
"Slovenia","2016","2145.8088285144"
"Slovenia","2015","2107.05978437516"
"Slovenia","2014","2042.84638646065"
"Slovenia","2013","2145.36796521751"
"Slovenia","2012","2203.17983503793"
"Slovenia","2011","2252.80713658919"
"Slovenia","2010","2262.47769314635"
"Slovenia","2009","2290.04230398153"
"Slovenia","2008","2367.40311612766"
"Slovenia","2007","2479.85797114657"
"Slovenia","2006","2462.14960840722"
"Slovenia","2005","2493.06803313432"
"Slovenia","2004","2509.80817784505"
"Slovenia","2003","2527.34384526394"
"Slovenia","2002","2568.54617344228"
"Slovenia","2001","2474.54573543097"
"Slovenia","2000","2496.67010216364"
"Slovenia","1999","2411.73009017088"
"Slovenia","1998","2412.20902718132"
"Slovenia","1997","2372.1053083179"
"Slovenia","1996","2376.97069882999"
"Slovenia","1995","2420.43560949021"
"Slovenia","1994","2391.37491445894"
"Slovenia","1993","2388.49807659494"
"Slovenia","1992","2468.74647232823"
"Slovenia","1991","2421.36071223182"
"Slovenia","1990","2507.11060071739"
"Spain","2016","37259.8200022101"
"Spain","2015","37159.5393478948"
"Spain","2014","35668.1344748569"
"Spain","2013","36211.5449710691"
"Spain","2012","37239.2778817609"
"Spain","2011","38245.2815864516"
"Spain","2010","37912.0369279455"
"Spain","2009","40119.9753070251"
"Spain","2008","38572.7974213403"
"Spain","2007","39881.4100095469"
"Spain","2006","39028.0162341143"
"Spain","2005","39795.4212170595"
"Spain","2004","40463.4333021032"
"Spain","2003","41217.4984813742"
"Spain","2002","40630.2017244107"
"Spain","2001","40410.8975427277"
"Spain","2000","40142.1849218748"
"Spain","1999","38894.0541263702"
"Spain","1998","38147.0124679027"
"Spain","1997","37650.9668720581"
"Spain","1996","36940.6091669327"
"Spain","1995","36010.8808937577"
"Spain","1994","35076.0010016654"
"Spain","1993","34200.5682275391"
"Spain","1992","34233.0545877263"
"Spain","1991","33452.3272045453"
"Spain","1990","34038.8880889333"
"Sweden","2016","4745.82012546603"
"Sweden","2015","4818.24151613844"
"Sweden","2014","4923.34114582024"
"Sweden","2013","5054.83221246089"
"Sweden","2012","5126.18293968766"
"Sweden","2011","5300.44770323759"
"Sweden","2010","5440.75071836448"
"Sweden","2009","5563.25682082804"
"Sweden","2008","5707.53260951892"
"Sweden","2007","5976.26479852118"
"Sweden","2006","6226.24097883337"
"Sweden","2005","6353.55221958756"
"Sweden","2004","6528.77897612468"
"Sweden","2003","6499.99772355222"
"Sweden","2002","6694.78552595079"
"Sweden","2001","6938.25233832083"
"Sweden","2000","7017.55164286966"
"Sweden","1999","7183.05671291421"
"Sweden","1998","7382.10484015056"
"Sweden","1997","7511.67813096257"
"Sweden","1996","7585.89328220138"
"Sweden","1995","7567.78630523557"
"Sweden","1994","7657.13434232994"
"Sweden","1993","7727.44304474277"
"Sweden","1992","7744.34466903062"
"Sweden","1991","7605.41742385472"
"Sweden","1990","7601.84498046831"
"Switzerland","2016","4907.43359279951"
"Switzerland","2015","4955.65108802487"
"Switzerland","2014","4982.6716424132"
"Switzerland","2013","4985.27195524363"
"Switzerland","2012","5047.3496040225"
"Switzerland","2011","5075.59964005237"
"Switzerland","2010","5129.16061234067"
"Switzerland","2009","5157.63146553447"
"Switzerland","2008","5250.60984753323"
"Switzerland","2007","5174.599420413"
"Switzerland","2006","5195.65787245529"
"Switzerland","2005","5183.52714234094"
"Switzerland","2004","5167.9897066417"
"Switzerland","2003","5201.37683197313"
"Switzerland","2002","5281.76193718603"
"Switzerland","2001","5325.06447119207"
"Switzerland","2000","5286.95379936493"
"Switzerland","1999","5338.80526910898"
"Switzerland","1998","5435.09595473125"
"Switzerland","1997","5503.44404582897"
"Switzerland","1996","5645.72993290336"
"Switzerland","1995","5688.35038757657"
"Switzerland","1994","5697.04514872611"
"Switzerland","1993","5747.07299863143"
"Switzerland","1992","5855.11812026615"
"Switzerland","1991","5937.30121141831"
"Switzerland","1990","6005.43364067522"
"Turkey","2016","54717.597046969"
"Turkey","2015","52392.7200544448"
"Turkey","2014","58130.4751582438"
"Turkey","2013","56771.5239903372"
"Turkey","2012","57965.4694529278"
"Turkey","2011","54709.5966399253"
"Turkey","2010","52461.5570938833"
"Turkey","2009","50542.5193836069"
"Turkey","2008","50765.4691817481"
"Turkey","2007","49652.2164566711"
"Turkey","2006","47127.9172789328"
"Turkey","2005","45468.2010244497"
"Turkey","2004","43650.4108901771"
"Turkey","2003","42960.6532660926"
"Turkey","2002","40840.7640093869"
"Turkey","2001","42879.9482417167"
"Turkey","2000","43484.2376076471"
"Turkey","1999","43653.1722852433"
"Turkey","1998","42257.8953594057"
"Turkey","1997","42001.5266083044"
"Turkey","1996","42699.1617234635"
"Turkey","1995","42372.386706378"
"Turkey","1994","42618.7751760952"
"Turkey","1993","42886.4553244127"
"Turkey","1992","43088.5978918818"
"Turkey","1991","43148.9380658777"
"Turkey","1990","42183.4991843292"
"Ukraine","2016","67988.688123086"
"Ukraine","2015","63279.7967856106"
"Ukraine","2014","70941.4727079263"
"Ukraine","2013","77513.4645417229"
"Ukraine","2012","82637.9252641257"
"Ukraine","2011","88036.0242321932"
"Ukraine","2010","86685.8116675353"
"Ukraine","2009","87412.5027144059"
"Ukraine","2008","95548.7579841795"
"Ukraine","2007","102086.61944789"
"Ukraine","2006","102824.190580661"
"Ukraine","2005","104803.722863958"
"Ukraine","2004","108278.576736626"
"Ukraine","2003","110886.98159"
"Ukraine","2002","110833.995251705"
"Ukraine","2001","118005.838627517"
"Ukraine","2000","118569.772341851"
"Ukraine","1999","127647.503695271"
"Ukraine","1998","127906.708199494"
"Ukraine","1997","130567.94642667"
"Ukraine","1996","136445.5974034"
"Ukraine","1995","140534.238332075"
"Ukraine","1994","152223.372285394"
"Ukraine","1993","162518.131022834"
"Ukraine","1992","171273.467439183"
"Ukraine","1991","181490.312196972"
"Ukraine","1990","189429.91454589"
"United Kingdom","2016","51985.6398318991"
"United Kingdom","2015","51992.8370494175"
"United Kingdom","2014","53472.8406333123"
"United Kingdom","2013","55883.3990237426"
"United Kingdom","2012","60538.2147060404"
"United Kingdom","2011","62241.075041746"
"United Kingdom","2010","64939.3520016212"
"United Kingdom","2009","69531.9257862865"
"United Kingdom","2008","73945.9321153417"
"United Kingdom","2007","79708.0699589573"
"United Kingdom","2006","83615.5401653037"
"United Kingdom","2005","88040.6210805165"
"United Kingdom","2004","92730.8634802447"
"United Kingdom","2003","97028.960555493"
"United Kingdom","2002","102235.538723438"
"United Kingdom","2001","104732.890196897"
"United Kingdom","2000","109594.860160663"
"United Kingdom","1999","114883.048852129"
"United Kingdom","1998","120449.586418622"
"United Kingdom","1997","124001.776852751"
"United Kingdom","1996","126379.709612313"
"United Kingdom","1995","127194.122944062"
"United Kingdom","1994","125654.489007251"
"United Kingdom","1993","132534.857689833"
"United Kingdom","1992","134177.143869893"
"United Kingdom","1991","134504.45363472"
"United Kingdom","1990","133737.265393994"
"United States of America","2016","657439.823843596"
"United States of America","2015","665381.403482036"
"United States of America","2014","663961.12285557"
"United States of America","2013","662552.604931492"
"United States of America","2012","662501.260316881"
"United States of America","2011","672405.167075556"
"United States of America","2010","693630.829697295"
"United States of America","2009","691997.974947283"
"United States of America","2008","697810.961540445"
"United States of America","2007","689863.239153087"
"United States of America","2006","688610.750524577"
"United States of America","2005","688606.981984315"
"United States of America","2004","684424.774440636"
"United States of America","2003","693749.054868357"
"United States of America","2002","694008.064078073"
"United States of America","2001","702968.869640872"
"United States of America","2000","709233.59673864"
"United States of America","1999","717558.620899164"
"United States of America","1998","728650.876935034"
"United States of America","1997","743357.026211823"
"United States of America","1996","758666.158190576"
"United States of America","1995","767225.641005245"
"United States of America","1994","774603.672507164"
"United States of America","1993","769973.082106607"
"United States of America","1992","783595.662564542"
"United States of America","1991","784557.250686313"
"United States of America","1990","779942.238765189"

